marca,modelo,transmision,combustible,propulsion,cilindrada,carroceria,co2,ciudad,carretera,mixto
BMW,M850i xDrive Gran Coupe,A,Gasolina,Combustión,4.4,Coupé,238,6.9,12.5,9.6
Uaz,"Hunter 2,7 Lts. Station Wagon Tipo Jeep 5P. T/M 4x4 Otto",M,Gasolina,Combustión,2.7,Station Wagon,306,5.6,10.0,7.8
Uaz,Atacama,M,Gasolina,Combustión,2.7,Station Wagon,306,5.6,10.0,7.8
Skoda,"Karoq 2,0 Lts. Station Wagon 4P. T/M Diésel",M,Diésel ,Combustión,2.0,Station Wagon,138,15.4,22.5,19.2
M. Benz,"S65 AMG 6,0 Lts. Cabriolet 2P. T/A Otto",A,Gasolina,Combustión,6.0,Cabriolet,338,4.5,10.3,7.0
M. Benz,"S65 AMG 6,0 Lts. Sedán 4P. T/A Otto",A,Gasolina,Combustión,6.0,Sedán,338,4.5,10.3,7.0
M. Benz,"S65 AMG 6,0 Lts. Coupé 2P. T/A Otto",A,Gasolina,Combustión,6.0,Coupé,338,4.5,10.3,7.0
Citroen,"Berlingo K9 Pasajeros XL 1,6 Lts. Station Wagon 4P. T/M Diésel",M,Diésel ,Combustión,1.6,Station Wagon,133,17.4,21.7,19.9
Citroen,"Berlingo K9 Pasajeros M 1,6 Lts. Station Wagon 4P. T/M Diésel",M,Diésel ,Combustión,1.6,Station Wagon,133,17.4,21.7,19.9
Citroen,Berlingo K9 Pasajeros XL,M,Diésel ,Combustión,1.6,Station Wagon,133,17.4,21.7,19.9
Mazda,"CX5 2,5 Lts. Station Wagon 5P. T/A 4x4 Otto",A,Gasolina,Combustión,2.5,Station Wagon,182,10.2,15.1,12.8
Skoda,"Karoq 1,6 Lts. Station Wagon 5P. T/M Diésel",M,Diésel ,Combustión,1.6,Station Wagon,132,16.2,23.2,20.0
Ford,"Edge 2,7 Lts. Station Wagon 4P. T/A 4x4 Otto",A,Gasolina,Combustión,2.7,Station Wagon,246,7.3,11.4,9.4
Opel,"Crossland 1,5 Lts. Blue HDi 100 Station Wagon 5P. T/M Diésel",M,Diésel ,Combustión,1.5,Station Wagon,124,17.6,24.2,21.3
Peugeot,"Rifter 1,5 Lts. Blue Hdi 130 Station Wagon 5P. T/A Diésel",A,Diésel ,Combustión,1.5,Station Wagon,139,17.2,20.3,19.0
Citroen,"C5 Aircross 2,0 Lts. Station Wagon 4P. T/A Diésel",A,Diésel ,Combustión,2.0,Station Wagon,150,15.4,19.2,17.6
Citroen,"C5 Aircross 1,6 Lts. Station Wagon 4P. T/A Otto",A,Gasolina,Combustión,1.6,Station Wagon,185,9.7,15.8,12.9
Citroen,"C5 Aircross 1,5 Lts. HDi Station Wagon 4P. T/M Diésel",M,Diésel ,Combustión,1.5,Station Wagon,122,18.3,24.0,21.6
Citroen,"C5 Aircross 1,5 Lts. Hdi Station Wagon 4P. T/A Diésel",A,Diésel ,Combustión,1.5,Station Wagon,139,16.7,20.5,19.0
Ford,"Edge 2,0 Lts. Station Wagon 4P. T/A 4x2 Otto",A,Gasolina,Combustión,2.0,Station Wagon,241,7.4,12.1,9.8
Ford,"Edge 2,0 Lts. Station Wagon 4P. T/A AWD Otto",A,Gasolina,Combustión,2.0,Station Wagon,241,7.4,12.1,9.8
Ferrari,"Portofino 3,9 Lts. Convertible 2P T/A Otto",A,Gasolina,Combustión,3.9,Convertible,330,4.7,10.4,7.2
Seat,"Ateca 1,4 Lts. Station Wagon 5P T/A 4x4 Otto",A,Gasolina,Combustión,1.4,Station Wagon,149,13.5,16.4,15.4
BMW,"530i 2,0 Lts. Sedán 4P T/A Otto",A,Gasolina,Combustión,2.0,Sedán,160,11.9,17.4,14.9
Seat,"Leon 1,4 Lts. Hatchback 5P T/M Otto",M,Gasolina,Combustión,1.4,Hatchback,133,13.3,22.2,17.8
Seat,"Leon 1,4 Lts. Station Wagon 5P T/M Otto",M,Gasolina,Combustión,1.4,Station Wagon,133,13.3,22.2,17.8
Seat,"Ibiza 1,6 Lts. Hatchback 5P T/A Otto",A,Gasolina,Combustión,1.6,Hatchback,169,10.3,17.7,14.0
BMW,"320d 2,0 Lts. Sedán 4P T/A Diésel",A,Diésel ,Combustión,2.0,Sedán,149,13.2,22.0,17.7
BMW,"330i 2,0 Lts. Sedán 4P T/A Otto",A,Gasolina,Combustión,2.0,Sedán,178,9.6,17.0,13.3
BMW,"418i Gran Coupé 1,5 Lts. Sedán 4P T/A Otto",A,Gasolina,Combustión,1.5,Sedán,143,12.7,20.2,16.6
Volkswagen,"Jetta GLI 2,0 Lts. Sedán 4P. T/A Otto",A,Gasolina,Combustión,2.0,Sedán,203,7.9,16.0,11.7
Porsche,"Macan S 3,0 Lts. Station Wagon 5P T/A 4x4 Otto",A,Gasolina,Combustión,3.0,Station Wagon,223,8.6,11.8,10.4
Citroen,"C3 Aircross 1,2 Lts. Hatchback 4P T/A Otto",A,Gasolina,Combustión,1.2,Hatchback,161,10.8,18.4,14.7
Toyota,"Rav4 2,5 Lts. Station Wagon 5P T/A CVT Híbrido 4x2",A,Gasolina/Híbrido,Vehículos híbridos sin recarga exterior,2.5,Station Wagon,101,23.9,22.4,23.5
Toyota,"Rav4 2,5 Lts. Station Wagon 5P T/A CVT Híbrido 4x4",A,Gasolina/Híbrido,Vehículos híbridos sin recarga exterior,2.5,Station Wagon,101,23.9,22.4,23.5
Land Rover,"Range Rover Velar 2,0 Lts. iD Station Wagon 4x4 5P. T/A Diésel",A,Diésel ,Combustión,2.0,Station Wagon,145,15.2,20.4,18.2
Jeep,Grand Cherokee Trackhawk,A,Gasolina,Combustión,6.2,Station Wagon,399,3.8,8.2,5.7
Toyota,"Hiace 2,8 Lts. Minibus 10 Asientos 4P T/M Diésel",M,Diésel ,Combustión,2.8,Minibus,236,9.1,13.0,11.2
Toyota,"Hiace Escolar 2,8 Lts. 24 Asientos 4P T/M Diésel",M,Diésel ,Combustión,2.8,Minibus,236,9.1,13.0,11.2
Toyota,"Hiace 2,8 Lts. Minibus 12 Asientos 4P. T/M Diésel",M,Diésel ,Combustión,2.8,Minibus,226,9.4,13.6,11.7
Changan,"CS35 Plus 1,6 Lts. Station Wagon 5P T/M Otto",M,Gasolina,Combustión,1.6,Station Wagon,168,11.1,16.7,14.1
Changan,"CS35 Plus 1,6 Lts. Station Wagon 5P T/A Otto",A,Gasolina,Combustión,1.6,Station Wagon,177,10.4,16.0,13.4
Porsche,"Macan R4 2,0 Lts. Station Wagon 5P T/A 4x4 Otto",A,Gasolina,Combustión,2.0,Station Wagon,203,9.3,12.7,11.2
Opel,"Combo HDi 92 L1 1,6 Lts. Furgón 4P T/M Diésel",M,Diésel ,Combustión,1.6,Furgón,150,15.8,19.0,17.6
Opel,"Combo HDi 92 L1 1,6 Lts. Furgón 5P T/M Diésel",M,Diésel ,Combustión,1.6,Furgón,150,15.8,19.0,17.6
Peugeot,"308 1,6 Lts. THP 165 Hatchback 5P T/A Otto",A,Gasolina,Combustión,1.6,Hatchback,173,9.9,17.4,13.7
Toyota,"Hiace 2,8 Lts. Furgón 5P T/M Diésel",M,Diésel ,Combustión,2.8,Furgón,238,9.0,12.9,11.1
Nissan,LEAF (ZE1) AT 4x2,A,N/A,Vehículo eléctrico,0.0,Hatchback,-,-,-,-
Toyota,"Hiace 2,8 Lts. Furgón 4P. T/M Diésel",M,Diésel ,Combustión,2.8,Furgón,227,9.2,13.8,11.6
Eagle,Spitecar 1.5T Camión 2P. T/M Motor Eléctrico,M,N/A,Vehículo eléctrico,0.0,Camión,-,-,-,-
Seat,"Leon Cupra 2,0 Lts. Hatchback 5P. T/A Otto",A,Gasolina,Combustión,2.0,Hatchback,185,9.4,16.2,12.8
Seat,"Leon Cupra 2,0 Lts. Station Wagon 5P. T/A Otto",A,Gasolina,Combustión,2.0,Station Wagon,185,9.4,16.2,12.8
Peugeot,"2008 Blue HDi 100 1,5 Lts. Station Wagon 5P. T/M Diésel",M,Diésel ,Combustión,1.5,Station Wagon,112,19.6,26.7,23.5
Changan,"CS55 1,5 Lts. Station Wagon 5P. T/A Otto",A,Gasolina,Combustión,1.5,Station Wagon,189,9.4,15.5,12.5
Citroen,"C4 Cactus 1,5 Lts. Hatchback 4P. T/A Diésel",A,Diésel ,Combustión,1.5,Hatchback,117,19.1,25.3,22.6
DFLM,"Joyear SX6 (LZ6470XQ16AM) 1,6 Lts. Station Wagon 5P. T/M Otto",M,Gasolina,Combustión,1.6,Station Wagon,175,11.2,15.5,13.6
Ford,"Fusion 2,0 Lts. Sedán 4P. T/A CVT Híbrido",A,Gasolina/Híbrido,Vehículos híbridos sin recarga exterior,2.0,Sedán,125,18.6,19.5,19.2
Jac,"T8 2,0 Lts. Camioneta Doble Cabina 4P. T/M Diésel",M,Diésel ,Combustión,2.0,Camioneta,217,11.1,12.9,12.2
Jac,"T8 Plus 2,0 Lts. Camioneta Doble Cabina 4P. T/M Diésel",M,Diésel ,Combustión,2.0,Camioneta,217,11.1,12.9,12.2
Jac,"T8 Pro 2,0 4P T/M 4x2",M,Diésel ,Combustión,2.0,Camioneta,217,11.1,12.9,12.2
Hyundai,"Palisade (LX2) 3,8 Lts. Station Wagon 5P. T/A 4WD Otto",A,Gasolina,Combustión,3.8,Station Wagon,243,7.0,12.6,9.8
Hyundai,"Palisade (LX2) 3,8 Lts. Station Wagon 5P. T/A 2WD Otto",A,Gasolina,Combustión,3.8,Station Wagon,243,7.0,12.6,9.8
Jac,"T8 2,0 Lts. Camioneta Doble Cabina 4P. T/M 4x4 Diésel",M,Diésel ,Combustión,2.0,Camioneta,220,10.9,12.7,11.9
Jac,"T8 Plus 2,0 Lts. Camioneta Doble Cabina 4P. T/M 4x4 Diésel",M,Diésel ,Combustión,2.0,Camioneta,220,10.9,12.7,11.9
Jac,"T8 Pro 2,0 4P T/M 4x4",M,Diésel ,Combustión,2.0,Camioneta,220,10.9,12.7,11.9
Seat,"Ibiza 1,6 Lts. Hatchback 5P. T/M Otto",M,Gasolina,Combustión,1.6,Hatchback,140,12.0,22.1,16.9
Seat,"Arona 1,6 Lts. Station Wagon 5P. T/A Otto",A,Gasolina,Combustión,1.6,Station Wagon,151,11.1,20.2,15.6
Porsche,"911 Carrera 4S 992 3,0 Lts. Coupé 2P. T/A 4x4 Otto",A,Gasolina,Combustión,3.0,Coupé,208,7.5,13.9,10.5
Porsche,"911 Carrera 4S 992 3,0 Lts. Cabriolet 2P. T/A 4x4 Otto",A,Gasolina,Combustión,3.0,Cabriolet,208,7.5,13.9,10.5
Porsche,"911 Carrera S 992 3,0 Lts. Coupé 2P. T/A 4x2 Otto",A,Gasolina,Combustión,3.0,Coupé,208,7.5,13.9,10.5
Porsche,"911 Carrera S 992 3,0 Lts. Cabriolet 2P. T/A 4x2 Otto",A,Gasolina,Combustión,3.0,Cabriolet,208,7.5,13.9,10.5
DFLM,"Joyear SX5 (LZ6452XQ16AM) 1,6 Lts. Station Wagon 5P. T/M Otto",M,Gasolina,Combustión,1.6,Station Wagon,172,11.1,16.0,13.8
Maxus,EV80 Cargo,A,N/A,Vehículo eléctrico,0.0,Furgón,-,-,-,-
Maxus,EV80 Chasis Cabina,A,N/A,Vehículo eléctrico,0.0,Camioneta,-,-,-,-
Maxus,EV80 Minibus (16 Pasajeros),A,N/A,Vehículo eléctrico,0.0,Minibus,-,-,-,-
Maxus,EV80 Minibus (8 Pasajeros),A,N/A,Vehículo eléctrico,0.0,Minibus,-,-,-,-
Citroen,"Jumpy Furgón Escolar 2,0 Lts. HDI 3P. 21 Asientos T/M Diésel",M,Diésel ,Combustión,2.0,Minibus,154,15.4,18.4,17.2
Peugeot,"Traveller L3 2,0 Lts. Blue Hdi 150",M,Diésel ,Combustión,2.0,Minibus,175,13.2,16.5,15.1
Peugeot,"Traveller L3 2,0 Lts. Blue HDi 150 5P. T/M Diésel",M,Diésel ,Combustión,2.0,Minibus,175,13.2,16.5,15.1
Land Rover,Evoque 2.0i Lts. SE,A,Gasolina,Combustión,2.0,Station Wagon,188,9.6,14.9,12.4
M. Benz,"Sprinter 316 CDI 10,5 m3",M,Diésel ,Combustión,2.1,Furgón,222,9.9,13.5,11.9
M. Benz,Sprinter 316 CDI 14 m3,M,Diésel ,Combustión,2.1,Furgón,222,9.9,13.5,11.9
M. Benz,"Sprinter 316 CDI 15,5 m3",M,Diésel ,Combustión,2.1,Furgón,222,9.9,13.5,11.9
M. Benz,Sprinter 316 CDI 12 mas 1,M,Diésel ,Combustión,2.1,Minibus,222,9.9,13.5,11.9
M. Benz,Sprinter 316 CDI 12 mas 1 Largo,M,Diésel ,Combustión,2.1,Minibus,222,9.9,13.5,11.9
M. Benz,Sprinter 316 CDI 12 mas 1 Extra Largo,M,Diésel ,Combustión,2.1,Minibus,222,9.9,13.5,11.9
M. Benz,Sprinter 316 CDI Camioneta Corta,M,Diésel ,Combustión,2.1,Camioneta,222,9.9,13.5,11.9
M. Benz,Sprinter 316 CDI Camioneta Larga,M,Diésel ,Combustión,2.1,Camioneta,222,9.9,13.5,11.9
M. Benz,Sprinter 316 CDI Camioneta Doble Cabina Corta,M,Diésel ,Combustión,2.1,Camioneta,222,9.9,13.5,11.9
M. Benz,Sprinter 316 CDI Camioneta Doble Cabina Larga,M,Diésel ,Combustión,2.1,Camioneta,222,9.9,13.5,11.9
Volkswagen,Tiguan,A,Gasolina,Combustión,2.0,Station Wagon,170,11.0,15.6,13.5
M. Benz,A 200 d,A,Diésel ,Combustión,2.0,Hatchback,126,16.0,25.6,21.0
Skoda,"Kodiaq 1,4 TSI DSG6 ",A,Gasolina,Combustión,1.4,Station Wagon,171,10.7,16.7,13.9
Skoda,"Kodiaq 1,4 TSI DSG6 5Pas",A,Gasolina,Combustión,1.4,Station Wagon,171,10.7,16.7,13.9
Ford,F150,A,Gasolina,Combustión,3.5,Camioneta,299,5.9,9.9,8.0
Toyota,"Corolla 1,8 Lts. Hatchback 5P. T/A tipo CVT Híbrido",A,Gasolina/Híbrido,Vehículos híbridos sin recarga exterior,1.8,Hatchback,93,29.2,23.3,25.7
M. Benz,"Sprinter 316 CDI 10,5 M3",A,Diésel ,Combustión,2.1,Furgón,225,10.3,12.8,11.7
M. Benz,Sprinter 316 CDI 14 m3,A,Diésel ,Combustión,2.1,Furgón,225,10.3,12.8,11.7
M. Benz,"Sprinter 316 CDI 15,5 m3",A,Diésel ,Combustión,2.1,Furgón,225,10.3,12.8,11.7
M. Benz,Sprinter 316 CDI 12 mas 1,A,Diésel ,Combustión,2.1,Minibus,225,10.3,12.8,11.7
M. Benz,Sprinter 316 CDI 12 mas 1 Largo,A,Diésel ,Combustión,2.1,Minibus,225,10.3,12.8,11.7
M. Benz,Sprinter 316 CDI 12 mas 1 Extra Largo,A,Diésel ,Combustión,2.1,Minibus,225,10.3,12.8,11.7
M. Benz,Sprinter 316 CDI Camioneta Corta,A,Diésel ,Combustión,2.1,Camioneta,225,10.3,12.8,11.7
M. Benz,Sprinter 316 CDI Camioneta Larga,A,Diésel ,Combustión,2.1,Camioneta,225,10.3,12.8,11.7
M. Benz,Sprinter 316 CDI Camioneta Doble Cabina Corta,A,Diésel ,Combustión,2.1,Camioneta,225,10.3,12.8,11.7
M. Benz,Sprinter 316 CDI Camioneta Doble Cabina Larga,A,Diésel ,Combustión,2.1,Camioneta,225,10.3,12.8,11.7
Volkswagen,"T-Cross 1,6 T/A ",A,Gasolina,Combustión,1.6,Station Wagon,173,10.2,17.0,13.7
Volkswagen,"T-Cross 1,6 T/M",M,Gasolina,Combustión,1.6,Station Wagon,168,10.8,17.3,14.2
M. Benz,"Sprinter 314 CDI 10,5 m3",M,Diésel ,Combustión,2.1,Furgón,213,10.4,13.9,12.4
M. Benz,"Sprinter 314 CDI 7,5 m3",M,Diésel ,Combustión,2.1,Furgón,213,10.4,13.9,12.4
M. Benz,Sprinter 314 CDI 14 m3,M,Diésel ,Combustión,2.1,Furgón,213,10.4,13.9,12.4
M. Benz,"Sprinter 314 CDI 15,5 m3",M,Diésel ,Combustión,2.1,Furgón,213,10.4,13.9,12.4
M. Benz,Sprinter 314 CDI 14 mas 1,M,Diésel ,Combustión,2.1,Minibus,213,10.4,13.9,12.4
M. Benz,Sprinter 314 CDI 15 mas 1,M,Diésel ,Combustión,2.1,Minibus,213,10.4,13.9,12.4
M. Benz,Sprinter 314 CDI Camioneta Corta,M,Diésel ,Combustión,2.1,Camioneta,213,10.4,13.9,12.4
M. Benz,Sprinter 314 CDI Camioneta Larga,M,Diésel ,Combustión,2.1,Camioneta,213,10.4,13.9,12.4
M. Benz,Sprinter 314 CDI Camioneta Doble Cabina Corta,M,Diésel ,Combustión,2.1,Camioneta,213,10.4,13.9,12.4
M. Benz,Sprinter 314 CDI Camioneta Doble Cabina Larga,M,Diésel ,Combustión,2.1,Camioneta,213,10.4,13.9,12.4
Jeep,Wrangler Rubicon Unlimited 2.2,A,Diésel ,Combustión,2.2,Station Wagon,210,10.0,14.9,12.6
Jeep,Wrangler Rubicon 2.2,A,Diésel ,Combustión,2.2,Station Wagon,210,10.0,14.9,12.6
Jeep,Wrangler Sport Unlimited 2.2,A,Diésel ,Combustión,2.2,Station Wagon,210,10.0,14.9,12.6
Jeep,Wrangler Sport 2.2,A,Diésel ,Combustión,2.2,Station Wagon,210,10.0,14.9,12.6
Jeep,Wrangler Sahara Unlimited 2.2,A,Diésel ,Combustión,2.2,Station Wagon,210,10.0,14.9,12.6
Jeep,Wrangler Sahara 2.2,A,Diésel ,Combustión,2.2,Station Wagon,210,10.0,14.9,12.6
RAM,RAM 1500 Limited,A,Gasolina,Combustión,3.6,Camioneta,265,7.4,10.2,9.0
RAM,"RAM 1500 Big Horn Crew Cab , 4x4",A,Gasolina,Combustión,3.6,Camioneta,265,7.4,10.2,9.0
RAM,RAM 1500 Big Horn Crew Cab,A,Gasolina,Combustión,3.6,Camioneta,265,7.4,10.2,9.0
RAM,RAM 1500 Big Horn Quad Cab,A,Gasolina,Combustión,3.6,Camioneta,265,7.4,10.2,9.0
RAM,RAM 1500 Laramie Crew Cab,A,Gasolina,Combustión,3.6,Camioneta,265,7.4,10.2,9.0
RAM,RAM 1500 Laramie Quad Cab,A,Gasolina,Combustión,3.6,Camioneta,265,7.4,10.2,9.0
Jaguar,E-Pace 2.0i,A,Gasolina,Combustión,2.0,Station Wagon,189,9.4,14.3,12.0
Geely,SX11,A,Gasolina,Combustión,1.5,Station Wagon,181,10.1,15.9,13.1
Geely,Coolray,A,Gasolina,Combustión,1.5,Station Wagon,181,10.1,15.9,13.1
M. Benz,E 200,A,Gasolina,Combustión,2.0,Sedán,164,10.2,18.9,14.4
M. Benz,E 200 Cabrio,A,Gasolina,Combustión,2.0,Cabriolet,169,10.2,16.6,13.3
M. Benz,E 200 Coupé,A,Gasolina,Combustión,2.0,Coupé,169,10.3,17.2,13.7
Land Rover,Range Rover Evoque,A,Diésel ,Combustión,2.0,Station Wagon,158,13.7,18.9,16.6
Alfa Romeo,Giulia 2.0 200cv,A,Gasolina,Combustión,2.0,Sedán,140,11.7,21.6,16.5
Alfa Romeo,Stelvio Super 280cv AT AWD,A,Gasolina,Combustión,2.0,Station Wagon,162,11.2,16.9,14.3
Audi,Q8 55 TFSI,A,Gasolina,Combustión,3.0,Station Wagon,199,9.3,13.2,11.4
Citroen,C4 Cactus 1.5 HDI,M,Diésel ,Combustión,1.5,Hatchback,104,20.9,29.2,25.5
BMW,X5 xDrive30d,A,Diésel ,Combustión,3.0,Station Wagon,189,13.2,14.3,13.9
BMW,"X5 xDrive30d, 7 Asientos",A,Diésel ,Combustión,3.0,Station Wagon,192,12.7,14.3,13.7
Alfa Romeo,Stelvio 2.0 200 cv AT AWD,A,Gasolina,Combustión,2.0,Station Wagon,163,11.2,16.8,14.3
Volkswagen,Voyage,A,Gasolina,Combustión,1.6,Sedán,165,10.3,18.6,14.4
Volkswagen,Gol 1.6 T/A,A,Gasolina,Combustión,1.6,Hatchback,167,10.3,18.1,14.2
BMW,X7 xDdrive40i (7 asientos),A,Gasolina,Combustión,3.0,Station Wagon,217,8.8,11.9,10.5
BMW,X7 xDdrive40i (6 asientos),A,Gasolina,Combustión,3.0,Station Wagon,217,8.8,11.9,10.5
Great Wall,Wingle7 2.0 T/M,M,Diésel ,Combustión,2.0,Camioneta,227,8.8,13.1,11.1
Chevrolet,"Silverado Cabina Simple 5,3 Lts. Pick Up 2P. T/A 4x4",A,Gasolina,Combustión,5.3,Camioneta,302,5.6,10.3,7.8
Chevrolet,"Silverado RC 5,3 Lts. Pick Up 2P. T/A 4x2",A,Gasolina,Combustión,5.3,Camioneta,302,5.6,10.3,7.8
DFSK,Refritruck C21 1.2,M,Gasolina,Combustión,1.2,Camioneta,182,10.1,15.6,13.0
DFSK,Truck CD C22 1.2,M,Gasolina,Combustión,1.2,Camioneta,182,10.1,15.6,13.0
DFSK,Truck CS 21 1.2,M,Gasolina,Combustión,1.2,Camioneta,182,10.1,15.6,13.0
DFSK,Cargo Box CS C21 1.2,M,Gasolina,Combustión,1.2,Camioneta,182,10.1,15.6,13.0
DFSK,Cargo Van C25 1.2,M,Gasolina,Combustión,1.2,Furgón,182,10.1,15.6,13.0
Ford,Ranger,M,Gasolina,Combustión,2.5,Camioneta,271,6.7,10.7,8.8
BMW,Z4 M40i,A,Gasolina,Combustión,3.0,Roadster,211,7.9,14.9,11.3
KYC,X5 Plus Cargo Frio,M,Gasolina,Combustión,1.8,Camioneta,294,6.4,9.5,8.1
KYC,X5 Plus Cargo Box,M,Gasolina,Combustión,1.8,Camioneta,294,6.4,9.5,8.1
BMW,X2 M35i,A,Gasolina,Combustión,2.0,Station Wagon,168,10.9,15.9,13.5
DFLM,S500 7 Asientos,M,Gasolina,Combustión,1.5,Station Wagon,178,10.9,15.3,13.3
DFLM,S500 5 Asientos,M,Gasolina,Combustión,1.5,Station Wagon,178,10.9,15.3,13.3
BMW,X2 xDrive20i,A,Gasolina,Combustión,2.0,Station Wagon,147,12.8,17.5,15.6
BMW,X7 xDrive30d 7 Asientos,A,Diésel ,Combustión,3.0,Station Wagon,191,13.2,14.3,13.7
BMW,X7 xDrive30d 6 Asientos,A,Diésel ,Combustión,3.0,Station Wagon,191,13.2,14.3,13.7
KYC,T3 Cargo Box,M,Gasolina,Combustión,1.5,Camioneta,200,9.1,14.3,11.8
KYC,T3 Pick Up,M,Gasolina,Combustión,1.5,Camioneta,200,9.1,14.3,11.8
KYC,T3 D/C Pick Up,M,Gasolina,Combustión,1.5,Camioneta,200,9.1,14.3,11.8
RAM,RAM 1000,A,Diésel ,Combustión,2.0,Camioneta,214,9.8,14.6,12.4
RAM,RAM 1000 Laramie,A,Diésel ,Combustión,2.0,Camioneta,214,9.8,14.6,12.4
RAM,1000 Rebel,A,Diésel ,Combustión,2.0,Camioneta,214,9.8,14.6,12.4
Alfa Romeo,Giulia Veloce 280cv AT AWD,A,Gasolina,Combustión,2.0,Sedán,149,11.1,20.0,15.4
Great Wall,Wingle7 2.0 T/M 4x4,M,Diésel ,Combustión,2.0,Camioneta,229,9.2,13.5,11.5
Jac,"S4 1,6 T/M",M,Gasolina,Combustión,1.6,Hatchback,178,10.2,16.2,13.3
Jac,JS4 1.6 T/M,M,Gasolina,Combustión,1.6,Hatchback,178,10.2,16.2,13.3
M. Benz,GLE 450 4Matic,A,Gasolina,Combustión,3.0,Station Wagon,199,9.3,13.3,11.5
M. Benz,GLE 450 4Matic 7 Asientos,A,Gasolina,Combustión,3.0,Station Wagon,199,9.3,13.3,11.5
Maserati,Levante Trofeo,A,Gasolina,Combustión,3.8,Station Wagon,313,5.3,9.5,7.4
Kia,"Soluto 1,4 MPI MT",M,Gasolina,Combustión,1.4,Sedán,146,12.3,19.8,16.2
Citroen,"C3 1,5 Hdi T/M",M,Diésel ,Combustión,1.5,Hatchback,102,22.1,28.6,25.9
KYC,X5 1.5 Cargo Box,M,Gasolina,Combustión,1.5,Furgón,227,8.2,12.5,10.4
KYC,X5 1.5 Pick Up,M,Gasolina,Combustión,1.5,Camioneta,227,8.2,12.5,10.4
KYC,X5 1.5 D/C Pick Up,M,Gasolina,Combustión,1.5,Camioneta,227,8.2,12.5,10.4
M. Benz,A 35 AMG 4Matic Hatchback,A,Gasolina,Combustión,2.0,Hatchback,172,10.8,15.2,13.2
M. Benz,A 35 AMG 4Matic Sedán,A,Gasolina,Combustión,2.0,Sedán,168,10.8,15.9,13.5
Bentley,Continental GT W12,A,Gasolina,Combustión,6.0,Coupé,278,6.0,10.5,8.2
Changan,Alsvin 1.4 T/M,M,Gasolina,Combustión,1.4,Sedán,146,12.2,20.0,16.2
Changan,Alsvin 1.5 T/A,A,Gasolina,Combustión,1.5,Sedán,162,10.7,18.6,14.6
Skoda,Fabia MSI 55 KW  Hatchback,M,Gasolina,Combustión,1.0,Hatchback,124,15.3,22.3,19.1
Skoda,Fabia MSI 55 KW  Station Wagon,M,Gasolina,Combustión,1.0,Station Wagon,124,15.3,22.3,19.1
Opel,Grandland 2.0 Lts. Blue Hdi 5P. T/A Motor Diésel,A,Diésel ,Combustión,2.0,Station Wagon,142,15.8,20.8,18.6
Volvo,S60 T8,A,Gasolina/Híbrido,Vehículos híbrido con recarga exterior,2.0,Sedán,42.0,29.3,-,-
Volvo,V60 T8,A,Gasolina/Híbrido,Vehículos híbrido con recarga exterior,2.0,Station Wagon,42.0,29.3,-,-
Foton,Urban Truck D/C,M,Gasolina,Combustión,1.5,Camioneta,201.0,8.7,14.9,11.8
Foton,Urban Truck C/S,M,Gasolina,Combustión,1.5,Camioneta,201.0,8.7,14.9,11.8
Foton,TM3 MAS D/C,M,Gasolina,Combustión,1.5,Camioneta,201.0,8.7,14.9,11.8
Foton,TM3 MAS C/S,M,Gasolina,Combustión,1.5,Camioneta,201.0,8.7,14.9,11.8
Foton,TM3 MAS Cargo Box,M,Gasolina,Combustión,1.5,Camioneta,201.0,8.7,14.9,11.8
Foton,TM3 MAS Refritruck,M,Gasolina,Combustión,1.5,Camioneta,201.0,8.7,14.9,11.8
Foton,TM3 MAS Box Wings,M,Gasolina,Combustión,1.5,Camioneta,201.0,8.7,14.9,11.8
Changan,"X70 A 1,5 T/M",M,Gasolina,Combustión,1.5,Station Wagon,170.0,10.3,17.5,13.9
M. Benz,GLE 300d 4Matic,A,Diésel ,Combustión,2.0,Station Wagon,182.0,12.8,15.6,14.5
M. Benz,GLE 300d 4Matic 7 Asientos,A,Diésel ,Combustión,2.0,Station Wagon,182.0,12.8,15.6,14.5
Volvo,S60 T5,A,Gasolina,Combustión,2.0,Sedán,172,10.3,15.9,13.3
Volvo,V60 T5,A,Gasolina,Combustión,2.0,Station Wagon,172,10.3,15.9,13.3
Audi,Q8 45 TDI,A,Diésel ,Combustión,3.0,Station Wagon,210,10.8,14.1,12.7
M. Benz,GLE 400d 4Matic,A,Diésel ,Combustión,2.9,Station Wagon,197,11.5,14.7,13.3
M. Benz,GLE 400d 4Matic 7 Asientos,A,Diésel ,Combustión,2.9,Station Wagon,197,11.5,14.7,13.3
Chery,K60 MT,M,Gasolina,Combustión,1.5,Station Wagon,178,10.4,15.9,13.3
Renault,Duster 1.6 T/M,M,Gasolina,Combustión,1.6,Station Wagon,164,11.8,16.7,14.5
Brilliance,Konect,M,Gasolina,Combustión,1.6,Station Wagon,185,10.3,15.0,12.8
BMW,Z4 sDrive20i,A,Gasolina,Combustión,2.0,Roadster,180,9.4,17.1,13.2
Volvo,S60 T4,A,Gasolina,Combustión,2.0,Sedán,184,9.6,16.1,12.9
Volvo,V60 T4,A,Gasolina,Combustión,2.0,Station Wagon,184,9.6,16.1,12.9
BMW,740i Sedán,A,Gasolina,Combustión,3.0,Sedán,224,7.3,14.3,10.6
BMW,740Li Sedán,A,Gasolina,Combustión,3.0,Sedán,224,7.3,14.3,10.6
